Name,Position,Team,Penalty Count,Yards,Declined,Offsetting,Total Flags,Pre-Snap,Count per Game,Yards per Game,Percent of Team,Penalty Types,Year
C.Ward,DB,San Francisco,6,46,6,0,12,0,0.3,2.3,10.34,"Defensive Pass Interference (4), Illegal Contact (4), Defensive Holding (4)",2023
D.Wright,OL,Chicago,11,86,1,0,12,5,0.65,5.06,12.12,"Offensive Holding (6), False Start (5), Illegal Block Above the Waist (1)",2023
J.Porter,DB,Pittsburgh,8,75,3,1,12,2,0.44,4.17,13.04,"Defensive Pass Interference (4), Defensive Holding (3), Defensive Offside (2), Face Mask (2), Illegal Use of Hands (1)",2023
R.Stanley,OL,Baltimore,11,90,0,0,11,5,0.58,4.74,9.73,"False Start (5), Offensive Holding (3), Illegal Block Above the Waist (1), Illegal Use of Hands (1), Face Mask (1)",2023
M.Garrett,DL,Cleveland,6,30,5,0,11,11,0.33,1.67,9.24,"Defensive Offside (9), Neutral Zone Infraction (2)",2023
D.Radunz,OL,Tennessee,11,63,0,0,11,9,0.65,3.71,10,"False Start (9), Offensive Holding (2)",2023
B.St-Juste,DB,Washington,9,115,2,0,11,0,0.53,6.76,12.64,"Defensive Pass Interference (5), Defensive Holding (2), Face Mask (2), Illegal Contact (1), Illegal Use of Hands (1)",2023
M.Emerson,DB,Cleveland,10,110,1,0,11,0,0.56,6.11,9.24,"Defensive Pass Interference (4), Defensive Holding (4), Offensive Holding (1), Illegal Contact (1), Illegal Use of Hands (1)",2023
D.Kendrick,DB,LA Rams,10,96,1,0,11,0,0.56,5.33,11.83,"Defensive Pass Interference (5), Face Mask (2), Unnecessary Roughness (1), Illegal Use of Hands (1), Horse Collar Tackle (1), Defensive Holding (1)",2023
T.Kelce,TE,Kansas City,7,70,2,1,10,3,0.33,3.33,8.93,"Offensive Pass Interference (3), False Start (2), Unnecessary Roughness (1), Illegal Shift (1), Offensive Holding (1), Unsportsmanlike Conduct (1), Illegal Crackback (1)",2023
D.Humphries,OL,Arizona,9,70,1,0,10,4,0.53,4.12,9.9,"False Start (4), Offensive Holding (4), Ineligible Downfield Pass (1), Disqualification (1)",2023
B.Jones,OL,Chicago,8,55,2,0,10,5,0.47,3.24,10.1,"False Start (5), Offensive Holding (5)",2023
J.Simpson,OL,Baltimore,10,96,0,0,10,2,0.53,5.05,8.85,"Offensive Holding (6), False Start (2), Unnecessary Roughness (1), Illegal Use of Hands (1)",2023
S.Murphy-Bunting,DB,Tennessee,10,77,0,0,10,0,0.59,4.53,9.09,"Defensive Pass Interference (4), Defensive Holding (4), Illegal Contact (2)",2023
D.Dawkins,OL,Buffalo,6,60,1,2,9,1,0.32,3.16,7.96,"Offensive Holding (6), Unnecessary Roughness (2), False Start (1)",2023
L.Tunsil,OL,Houston,9,49,0,0,9,6,0.47,2.58,7.03,"False Start (6), Offensive Holding (3)",2023
A.Jackson,OL,Miami,6,45,1,2,9,3,0.33,2.5,8.49,"False Start (3), Offensive Holding (3), Unnecessary Roughness (1), Ineligible Downfield Pass (1), Disqualification (1)",2023
T.Williams,OL,San Francisco,7,54,1,1,9,2,0.35,2.7,7.76,"Offensive Holding (5), False Start (2), Unnecessary Roughness (1), Ineligible Downfield Pass (1)",2023
J.Hudson,OL,Cleveland,7,45,2,0,9,5,0.39,2.5,7.56,"False Start (5), Offensive Holding (3), Illegal Use of Hands (1)",2023
J.Jacobs,DB,Detroit,9,76,0,0,9,1,0.45,3.8,8.41,"Defensive Pass Interference (6), Defensive Holding (1), Neutral Zone Infraction (1), Low Block (1)",2023
P.Adebo,DB,New Orleans,7,92,2,0,9,0,0.41,5.41,9.18,"Defensive Pass Interference (5), Defensive Holding (3), Illegal Contact (1)",2023
L.Dickerson,OL,Philadelphia,7,39,1,1,9,6,0.39,2.17,8.91,"False Start (3), Offensive Offside (3), Offensive Holding (2), Ineligible Downfield Pass (1)",2023
T.Brown,DB,Seattle,8,63,1,0,9,0,0.47,3.71,8.11,"Defensive Pass Interference (3), Illegal Contact (2), Illegal Use of Hands (2), Defensive Holding (1), Face Mask (1)",2023
C.Leno,OL,Washington,8,54,1,0,9,5,0.47,3.18,10.34,"False Start (5), Offensive Holding (4)",2023
T.Woolen,DB,Seattle,8,122,1,0,9,0,0.47,7.18,8.11,"Defensive Pass Interference (4), Illegal Use of Hands (2), Defensive Holding (2), Illegal Contact (1)",2023
S.Burford,OL,San Francisco,8,70,1,0,9,3,0.4,3.5,7.76,"False Start (3), Offensive Holding (3), Illegal Use of Hands (1), Ineligible Downfield Pass (1), Face Mask (1)",2023
X.Howard,DB,Miami,6,38,2,0,8,1,0.33,2.11,7.55,"Defensive Pass Interference (4), Illegal Contact (2), Defensive Holding (1), Illegal Substitution (1)",2023
G.Bolles,OL,Denver,8,58,0,0,8,4,0.47,3.41,8.08,"Offensive Holding (4), False Start (3), Illegal Formation (1)",2023
D.James,DB,LA Chargers,7,82,1,0,8,1,0.41,4.82,10.13,"Unnecessary Roughness (4), Defensive Pass Interference (1), Roughing the Passer (1), Defensive Offside (1), Defensive Holding (1)",2023
D.Metcalf,WR,Seattle,5,65,1,2,8,0,0.29,3.82,7.21,"Offensive Holding (3), Unnecessary Roughness (1), Disqualification (1), Taunting (1), Illegal Blindside Block (1), Face Mask (1)",2023
J.Mailata,OL,Philadelphia,7,55,1,0,8,4,0.39,3.06,7.92,"False Start (3), Offensive Holding (3), Illegal Block Above the Waist (1), Illegal Formation (1)",2023
M.Pittman,WR,Indianapolis,8,70,0,0,8,3,0.47,4.12,8.42,"False Start (3), Offensive Pass Interference (2), Offensive Holding (2), Taunting (1)",2023
J.Kearse,DB,Dallas,6,61,2,0,8,1,0.33,3.39,6.61,"Unnecessary Roughness (3), Defensive Holding (2), Illegal Contact (1), Defensive Offside (1), Taunting (1)",2023
W.Fries,OL,Indianapolis,7,55,1,0,8,3,0.41,3.24,8.42,"False Start (3), Offensive Holding (2), Ineligible Downfield Pass (2), Illegal Blindside Block (1)",2023
S.Brown,OL,Buffalo,7,55,1,0,8,4,0.37,2.89,7.08,"False Start (4), Offensive Holding (3), Tripping (1)",2023
R.Slater,OL,LA Chargers,7,69,1,0,8,0,0.41,4.06,10.13,Offensive Holding (8),2023
R.Hainsey,OL,Tampa Bay,7,40,1,0,8,4,0.37,2.11,7.27,"False Start (4), Offensive Holding (2), Ineligible Downfield Pass (2)",2023
L.Patrick,OL,Chicago,7,65,1,0,8,1,0.41,3.82,8.08,"Offensive Holding (6), False Start (1), Illegal Use of Hands (1)",2023
R.Walker,OL,Green Bay,6,34,2,0,8,4,0.32,1.79,6.96,"False Start (4), Offensive Holding (2), Ineligible Downfield Pass (1), Face Mask (1)",2023
D.Reed,DB,N.Y. Jets,6,40,2,0,8,1,0.35,2.35,6.4,"Illegal Contact (3), Defensive Holding (2), Unnecessary Roughness (1), Defensive Pass Interference (1), Defensive Offside (1)",2023
M.McGlinchey,OL,Denver,7,35,1,0,8,7,0.41,2.06,8.08,"False Start (7), Offensive Holding (1)",2023
D.Banks,DB,N.Y. Giants,4,22,4,0,8,0,0.24,1.29,8.99,"Defensive Pass Interference (3), Illegal Contact (3), Defensive Holding (2)",2023
J.Tippmann,OL,N.Y. Jets,5,30,2,1,8,3,0.29,1.76,6.4,"Offensive Holding (4), False Start (3), Ineligible Downfield Pass (1)",2023
M.Davis,DB,LA Chargers,4,35,3,0,7,0,0.24,2.06,8.86,"Defensive Pass Interference (3), Defensive Holding (2), Illegal Contact (1), Illegal Use of Hands (1)",2023
B.O'Neill,OL,Minnesota,6,50,1,0,7,2,0.35,2.94,7.87,"Offensive Holding (5), False Start (2)",2023
C.Lindstrom,OL,Atlanta,5,35,1,1,7,3,0.29,2.06,8.33,"False Start (3), Offensive Holding (2), Ineligible Downfield Pass (1), Chop Block (1)",2023
N.Bosa,DL,San Francisco,6,40,1,0,7,6,0.3,2,6.03,"Defensive Offside (5), Roughing the Passer (1), Neutral Zone Infraction (1)",2023
T.Pipkins,OL,LA Chargers,5,35,2,0,7,2,0.29,2.06,8.86,"Offensive Holding (4), False Start (2), Ineligible Downfield Pass (1)",2023
T.Steele,OL,Dallas,6,39,1,0,7,4,0.33,2.17,5.79,"False Start (4), Offensive Holding (2), Illegal Use of Hands (1)",2023
A.Terrell,DB,Atlanta,7,122,0,0,7,0,0.41,7.18,8.33,"Defensive Pass Interference (4), Defensive Holding (2), Illegal Use of Hands (1)",2023
A.Hamilton,DB,Arizona,7,86,0,0,7,0,0.41,5.06,6.93,"Defensive Pass Interference (3), Unnecessary Roughness (1), Illegal Contact (1), Defensive Holding (1), Offside on Free Kick (1)",2023
M.Parsons,LB,Dallas,6,29,1,0,7,5,0.33,1.61,5.79,"Defensive Offside (5), Roughing the Passer (1), Illegal Use of Hands (1)",2023
W.Little,OL,Jacksonville,7,50,0,0,7,4,0.41,2.94,8.43,"False Start (3), Offensive Holding (3), Illegal Formation (1)",2023
T.Smith,OL,Kansas City,7,54,0,0,7,2,0.33,2.57,6.25,"Offensive Holding (5), False Start (2)",2023
L.Eichenberg,OL,Miami,5,45,2,0,7,1,0.28,2.5,6.6,"Offensive Holding (2), Ineligible Downfield Pass (2), False Start (1), Illegal Use of Hands (1), Illegal Peelback (1)",2023
C.Darrisaw,OL,Minnesota,4,20,2,1,7,5,0.24,1.18,7.87,"False Start (4), Offensive Holding (2), Illegal Formation (1)",2023
D.Lenoir,DB,San Francisco,6,74,0,1,7,0,0.3,3.7,6.03,"Defensive Pass Interference (3), Illegal Contact (2), Unnecessary Roughness (1), Disqualification (1)",2023
T.McBride,TE,Arizona,7,50,0,0,7,4,0.41,2.94,6.93,"False Start (4), Offensive Holding (3)",2023
S.Williams,DL,Dallas,7,65,0,0,7,2,0.39,3.61,5.79,"Defensive Offside (2), Illegal Use of Hands (1), Roughing the Kicker (1), Running Into the Kicker (1), Leverage (1), Face Mask (1)",2023
K.Enagbare,DL,Green Bay,5,43,2,0,7,3,0.26,2.26,6.09,"Offensive Holding (2), Defensive Offside (2), False Start (1), Roughing the Passer (1), Defensive Too Many Men on Field (1)",2023
T.Penning,OL,New Orleans,5,38,2,0,7,2,0.29,2.24,7.14,"Offensive Holding (4), False Start (2), Tripping (1)",2023
T.Avery,DB,Tennessee,5,77,2,0,7,0,0.29,4.53,6.36,"Defensive Pass Interference (4), Unnecessary Roughness (1), Offensive Holding (1), Defensive Holding (1)",2023
P.Peterson,DB,Pittsburgh,6,27,1,0,7,2,0.33,1.5,7.61,"Illegal Contact (3), Defensive Offside (2), Defensive Pass Interference (1), Face Mask (1)",2023
E.Brown,OL,Seattle,5,34,1,1,7,3,0.29,2,6.31,"False Start (3), Offensive Holding (3), Illegal Use of Hands (1)",2023
H.Froholdt,OL,Arizona,7,45,0,0,7,4,0.41,2.65,6.93,"False Start (4), Offensive Holding (2), Ineligible Downfield Pass (1)",2023
B.Okereke,LB,N.Y. Giants,6,49,1,0,7,3,0.35,2.88,7.87,"Roughing the Passer (2), Encroachment (2), Defensive Pass Interference (1), Illegal Contact (1), Defensive Delay of Game (1)",2023
A.Mafi,OL,New England,5,42,2,0,7,0,0.29,2.47,7.87,"Offensive Holding (5), Ineligible Downfield Pass (1), Illegal Blindside Block (1)",2023
T.Stevenson,DB,Chicago,5,53,2,0,7,0,0.29,3.12,7.07,"Defensive Pass Interference (3), Defensive Holding (2), Unnecessary Roughness (1), Illegal Contact (1)",2023
J.Kelce,OL,Philadelphia,6,30,0,0,6,6,0.33,1.67,5.94,False Start (6),2023
Ja.Matthews,OL,Atlanta,5,33,1,0,6,3,0.29,1.94,7.14,"False Start (3), Offensive Holding (2), Illegal Use of Hands (1)",2023
A.Peat,OL,New Orleans,5,40,1,0,6,2,0.29,2.35,6.12,"Offensive Holding (4), False Start (2)",2023
T.Decker,OL,Detroit,6,45,0,0,6,3,0.3,2.25,5.61,"False Start (3), Offensive Holding (1), Illegal Touch Pass (1), Low Block (1)",2023
Ta.Johnson,DB,Buffalo,5,79,1,0,6,0,0.26,4.16,5.31,"Defensive Pass Interference (3), Illegal Contact (2), Unnecessary Roughness (1)",2023
Q.Nelson,OL,Indianapolis,6,45,0,0,6,2,0.35,2.65,6.32,"Offensive Holding (3), False Start (2), Ineligible Downfield Pass (1)",2023
C.Sutton,WR,Denver,6,50,0,0,6,2,0.35,2.94,6.06,"Offensive Pass Interference (4), False Start (1), Illegal Motion (1)",2023
B.Smith,OL,Indianapolis,5,36,1,0,6,2,0.29,2.12,6.32,"Offensive Holding (4), False Start (2)",2023
L.Jackson,QB,Baltimore,4,58,1,1,6,0,0.21,3.05,5.31,"Intentional Grounding (5), Illegal Kick/Kicking Loose Ball (1)",2023
E.McCoy,OL,New Orleans,5,29,1,0,6,4,0.29,1.71,6.12,"False Start (4), Offensive Holding (2)",2023
J.Sweat,LB,Philadelphia,6,27,0,0,6,6,0.33,1.5,5.94,"Defensive Offside (3), Neutral Zone Infraction (3)",2023
C.Wilkins,DL,Miami,6,50,0,0,6,4,0.33,2.78,5.66,"Defensive Offside (4), Roughing the Passer (2)",2023
J.Simmons,DL,Tennessee,4,44,1,1,6,0,0.24,2.59,5.45,"Roughing the Passer (2), Unnecessary Roughness (1), Illegal Use of Hands (1), Unsportsmanlike Conduct (1), Face Mask (1)",2023
W.Teller,OL,Cleveland,4,28,2,0,6,2,0.22,1.56,5.04,"Offensive Holding (4), False Start (2)",2023
C.Shelton,OL,LA Rams,5,35,0,1,6,3,0.28,1.94,6.45,"False Start (3), Offensive Holding (2), Illegal Block Above the Waist (1)",2023
P.Haynes,OL,Seattle,4,24,0,2,6,3,0.24,1.41,5.41,"False Start (3), Offensive Holding (3)",2023
J.Wills,OL,Cleveland,6,37,0,0,6,2,0.33,2.06,5.04,"Offensive Holding (3), False Start (2), Ineligible Downfield Pass (1)",2023
J.Jackson,OL,Detroit,4,30,2,0,6,2,0.2,1.5,5.61,"Offensive Holding (3), False Start (2), Illegal Block Above the Waist (1)",2023
C.Lamb,WR,Dallas,6,42,0,0,6,3,0.33,2.33,4.96,"False Start (3), Offensive Holding (2), Offensive Pass Interference (1)",2023
J.Elliott,DL,Cleveland,6,36,0,0,6,5,0.33,2,5.04,"Encroachment (3), Neutral Zone Infraction (2), Face Mask (1)",2023
J.Runyan,OL,Green Bay,5,34,1,0,6,3,0.26,1.79,5.22,"Offensive Holding (3), Offensive Offside (2), False Start (1)",2023
C.Parkinson,TE,Seattle,5,40,1,0,6,2,0.29,2.35,5.41,"Offensive Holding (3), False Start (2), Offensive Pass Interference (1)",2023
K.Fulton,DB,Tennessee,6,90,0,0,6,0,0.35,5.29,5.45,"Defensive Pass Interference (3), Defensive Holding (2), Illegal Contact (1)",2023
P.Surtain,DB,Denver,6,57,0,0,6,0,0.35,3.35,6.06,"Defensive Pass Interference (3), Defensive Holding (3)",2023
P.Sewell,OL,Detroit,6,50,0,0,6,2,0.3,2.5,5.61,"Offensive Holding (4), False Start (2)",2023
T.Thomas,DB,Houston,5,42,1,0,6,1,0.26,2.21,4.69,"Defensive Pass Interference (3), Unnecessary Roughness (1), Defensive Offside (1), Unsportsmanlike Conduct (1)",2023
C.Humphrey,OL,Kansas City,6,51,0,0,6,2,0.29,2.43,5.36,"Offensive Holding (4), False Start (2)",2023
A.Samuel,DB,LA Chargers,4,55,2,0,6,2,0.24,3.24,7.59,"Defensive Pass Interference (3), Defensive Offside (2), Unnecessary Roughness (1)",2023
B.Bredeson,OL,N.Y. Giants,4,40,1,1,6,0,0.24,2.35,6.74,"Offensive Holding (5), Illegal Use of Hands (1)",2023
A.Banks,OL,San Francisco,4,35,2,0,6,2,0.2,1.75,5.17,"False Start (2), Unnecessary Roughness (1), Offensive Holding (1), Illegal Block Above the Waist (1), Ineligible Downfield Pass (1)",2023
M.Moses,OL,Baltimore,4,19,2,0,6,4,0.21,1,5.31,"False Start (4), Offensive Holding (2)",2023
E.Pocic,OL,Cleveland,5,33,1,0,6,3,0.28,1.83,5.04,"False Start (3), Offensive Holding (3)",2023
B.Raimann,OL,Indianapolis,4,40,1,1,6,1,0.24,2.35,6.32,"Offensive Holding (4), False Start (1), Tripping (1)",2023
B.Scherff,OL,Jacksonville,6,35,0,0,6,5,0.35,2.06,7.23,"False Start (5), Illegal Use of Hands (1)",2023
Z.Johnson,OL,LA Chargers,6,44,0,0,6,2,0.35,2.59,7.59,"False Start (2), Offensive Holding (2), Illegal Use of Hands (1), Ineligible Downfield Pass (1)",2023
C.Williams,OL,Miami,6,53,0,0,6,1,0.33,2.94,5.66,"Offensive Holding (5), False Start (1)",2023
E.Ingram,OL,Minnesota,5,40,1,0,6,1,0.29,2.35,6.74,"Offensive Holding (2), Ineligible Downfield Pass (2), False Start (1), Unnecessary Roughness (1)",2023
A.Taylor,DB,New Orleans,6,80,0,0,6,0,0.35,4.71,6.12,"Defensive Holding (3), Unnecessary Roughness (1), Defensive Pass Interference (1), Offensive Holding (1)",2023
J.Ezeudu,OL,N.Y. Giants,5,37,1,0,6,3,0.29,2.18,6.74,"False Start (3), Offensive Holding (2), Face Mask (1)",2023
D.Bellinger,TE,N.Y. Giants,6,49,0,0,6,2,0.35,2.88,6.74,"Offensive Holding (4), False Start (2)",2023
J.Jobe,DB,Philadelphia,5,65,1,0,6,0,0.28,3.61,5.94,"Defensive Pass Interference (3), Defensive Holding (2), Fair Catch Interference (1)",2023
S.Gilmore,DB,Dallas,4,55,2,0,6,0,0.22,3.06,4.96,"Defensive Pass Interference (4), Illegal Contact (1), Defensive Holding (1)",2023
J.Owens,DB,Green Bay,6,65,0,0,6,0,0.32,3.42,5.22,"Unnecessary Roughness (2), Offensive Holding (1), Illegal Contact (1), Defensive Holding (1), Face Mask (1)",2023
J.Meyers,WR,Las Vegas,6,65,0,0,6,1,0.35,3.82,8,"Offensive Pass Interference (2), False Start (1), Offensive Holding (1), Illegal Crackback (1), Taunting (1)",2023
J.Carter,DL,Philadelphia,5,34,0,1,6,4,0.28,1.89,5.94,"Unnecessary Roughness (2), Defensive Offside (2), Encroachment (2)",2023
J.Jones,DB,Indianapolis,6,53,0,0,6,0,0.35,3.12,6.32,"Defensive Pass Interference (4), Defensive Holding (2)",2023
P.Johnson,OL,Arizona,6,60,0,0,6,1,0.35,3.53,5.94,"Offensive Holding (4), False Start (1), Unsportsmanlike Conduct (1)",2023
O.Torrence,OL,Buffalo,5,39,0,1,6,2,0.26,2.05,5.31,"Offensive Holding (4), False Start (1), Offensive Offside (1)",2023
C.Phillips,DB,Atlanta,6,52,0,0,6,0,0.35,3.06,7.14,"Defensive Holding (3), Defensive Pass Interference (2), Unnecessary Roughness (1)",2023
C.Izien,DB,Tampa Bay,6,61,0,0,6,0,0.32,3.21,5.45,"Defensive Pass Interference (3), Defensive Holding (2), Illegal Use of Hands (1)",2023
A.Harrison,OL,Jacksonville,5,35,0,1,6,2,0.29,2.06,7.23,"Offensive Holding (3), False Start (2), Ineligible Downfield Pass (1)",2023
B.Bresee,DL,New Orleans,6,40,0,0,6,2,0.35,2.35,6.12,"Illegal Use of Hands (2), Defensive Offside (1), Defensive Holding (1), Illegal Formation (1), Face Mask (1)",2023
B.Branch,DB,Detroit,6,47,0,0,6,0,0.3,2.35,5.61,"Defensive Holding (3), Unnecessary Roughness (1), Illegal Contact (1), Horse Collar Tackle (1)",2023
B.Freeland,OL,Indianapolis,5,25,1,0,6,4,0.29,1.47,6.32,"False Start (4), Ineligible Downfield Pass (2)",2023
J.Pugh,OL,N.Y. Giants,4,25,1,0,5,3,0.24,1.47,5.62,"False Start (3), Offensive Holding (1), Illegal Use of Hands (1)",2023
K.Clark,DL,Green Bay,5,35,0,0,5,2,0.26,1.84,4.35,"Defensive Holding (2), Unnecessary Roughness (1), Encroachment (1), Neutral Zone Infraction (1)",2023
T.Watt,LB,Pittsburgh,4,50,1,0,5,2,0.22,2.78,5.43,"Roughing the Passer (2), Defensive Offside (2), Unsportsmanlike Conduct (1)",2023
M.Humphrey,DB,Baltimore,4,46,1,0,5,0,0.21,2.42,4.42,"Defensive Pass Interference (3), Illegal Contact (1), Defensive Holding (1)",2023
M.Lattimore,DB,New Orleans,4,65,1,0,5,0,0.24,3.82,5.1,"Defensive Pass Interference (3), Unnecessary Roughness (1), Defensive Holding (1)",2023
J.Phillips,DL,Buffalo,5,40,0,0,5,2,0.26,2.11,4.42,"Encroachment (2), Unnecessary Roughness (1), Defensive Holding (1), Face Mask (1)",2023
M.Morse,OL,Buffalo,4,27,1,0,5,2,0.21,1.42,4.42,"Offensive Holding (3), False Start (2)",2023
S.Barrett,LB,Tampa Bay,5,45,0,0,5,3,0.26,2.37,4.55,"Defensive Offside (2), Roughing the Passer (1), Neutral Zone Infraction (1), Face Mask (1)",2023
E.Oliver,DL,Buffalo,5,32,0,0,5,0,0.26,1.68,4.42,"Illegal Use of Hands (2), Roughing the Passer (2), Unnecessary Roughness (1)",2023
M.Crosby,DL,Las Vegas,5,43,0,0,5,2,0.29,2.53,6.67,"Unnecessary Roughness (2), Defensive Offside (2), Roughing the Passer (1)",2023
B.Burns,LB,Carolina,4,50,1,0,5,2,0.24,2.94,4.85,"Roughing the Passer (1), Defensive Offside (1), Neutral Zone Infraction (1), Disqualification (1), Face Mask (1)",2023
R.Gary,DL,Green Bay,5,45,0,0,5,3,0.26,2.37,4.35,"Defensive Offside (3), Roughing the Passer (1), Face Mask (1)",2023
G.Smith,QB,Seattle,5,44,0,0,5,1,0.29,2.59,4.5,"Intentional Grounding (3), False Start (1), Unsportsmanlike Conduct (1)",2023
C.Mosley,LB,N.Y. Jets,4,34,0,1,5,0,0.24,2,4,"Face Mask (2), Illegal Contact (2), Unnecessary Roughness (1)",2023
E.Speed,LB,Indianapolis,5,55,0,0,5,1,0.29,3.24,5.26,"Unnecessary Roughness (2), Defensive Offside (1), Roughing the Kicker (1), Defensive Holding (1)",2023
T.Wirfs,OL,Tampa Bay,5,25,0,0,5,5,0.26,1.32,4.55,False Start (5),2023
N.Madubuike,DL,Baltimore,5,48,0,0,5,0,0.26,2.53,4.42,"Face Mask (2), Unnecessary Roughness (1), Roughing the Passer (1), Defensive Holding (1)",2023
S.Franklin,DB,Carolina,4,77,0,1,5,0,0.24,4.53,4.85,"Offensive Holding (2), Unnecessary Roughness (1), Defensive Pass Interference (1), Unsportsmanlike Conduct (1)",2023
J.Johnson,DB,Chicago,5,95,0,0,5,0,0.29,5.59,5.05,"Defensive Pass Interference (2), Illegal Contact (2), Defensive Holding (1)",2023
L.Cushenberry,OL,Denver,5,30,0,0,5,3,0.29,1.76,5.05,"False Start (3), Offensive Holding (1), Ineligible Downfield Pass (1)",2023
D.Buckner,DL,Indianapolis,5,35,0,0,5,4,0.29,2.06,5.26,"Neutral Zone Infraction (3), Roughing the Passer (1), Encroachment (1)",2023
A.Robertson,DB,Las Vegas,4,43,1,0,5,1,0.24,2.53,6.67,"Defensive Holding (2), Defensive Pass Interference (1), Defensive Offside (1), Taunting (1)",2023
Ma.Wilson,DB,Arizona,5,72,0,0,5,0,0.29,4.24,4.95,"Defensive Pass Interference (2), Defensive Holding (2), Illegal Block Above the Waist (1)",2023
A.Anzalone,LB,Detroit,5,85,0,0,5,0,0.25,4.25,4.67,"Unnecessary Roughness (2), Defensive Pass Interference (1), Roughing the Passer (1), Defensive Holding (1)",2023
J.Myers,OL,Green Bay,4,32,1,0,5,1,0.21,1.68,4.35,"Offensive Holding (3), False Start (1), Ineligible Downfield Pass (1)",2023
D.King,DB,Houston,4,27,1,0,5,1,0.21,1.42,3.91,"Unnecessary Roughness (3), Illegal Use of Hands (1), Defensive Offside (1)",2023
D.Odeyingbo,DL,Indianapolis,5,22,0,0,5,4,0.29,1.29,5.26,"Defensive Offside (3), Defensive Holding (1), Neutral Zone Infraction (1)",2023
B.Skowronek,WR,LA Rams,5,38,0,0,5,1,0.28,2.11,5.38,"Offensive Holding (2), Illegal Shift (1), Offside on Free Kick (1), Leaping (1)",2023
H.Henry,TE,New England,4,35,1,0,5,1,0.24,2.06,5.62,"Offensive Holding (2), Offensive Pass Interference (2), False Start (1)",2023
Qu.Williams,LB,N.Y. Jets,4,51,1,0,5,0,0.24,3,4,"Unnecessary Roughness (3), Defensive Pass Interference (1), Defensive Holding (1)",2023
J.Tryon,LB,Tampa Bay,5,31,0,0,5,3,0.26,1.63,4.55,"Defensive Offside (2), Unsportsmanlike Conduct (1), Neutral Zone Infraction (1), Face Mask (1)",2023
J.Eluemunor,OL,Las Vegas,4,19,1,0,5,4,0.24,1.12,6.67,"False Start (4), Offensive Holding (1)",2023
K.Hamilton,DB,Baltimore,5,45,0,0,5,1,0.26,2.37,4.42,"Defensive Pass Interference (1), Illegal Contact (1), Defensive Holding (1), Defensive Delay of Game (1), Disqualification (1)",2023
C.Benford,DB,Buffalo,4,17,1,0,5,0,0.21,0.89,4.42,"Defensive Pass Interference (2), Illegal Contact (1), Illegal Use of Hands (1), Defensive Holding (1)",2023
D.Bland,DB,Dallas,5,67,0,0,5,0,0.28,3.72,4.13,"Defensive Pass Interference (3), Defensive Holding (2)",2023
D.Fowler,DL,Dallas,4,20,1,0,5,5,0.22,1.11,4.13,Defensive Offside (5),2023
K.Hinish,DL,Houston,5,25,0,0,5,5,0.26,1.32,3.91,"Neutral Zone Infraction (2), Encroachment (2), False Start (1)",2023
J.Williams,DB,Kansas City,4,57,1,0,5,0,0.19,2.71,4.46,"Defensive Pass Interference (2), Offensive Holding (2), Illegal Block Above the Waist (1)",2023
D.Parham,OL,Las Vegas,5,45,0,0,5,1,0.29,2.65,6.67,"Offensive Holding (4), False Start (1)",2023
B.Schooler,DB,New England,5,45,0,0,5,1,0.29,2.65,5.62,"Offensive Holding (2), False Start (1), Unnecessary Roughness (1), Face Mask (1)",2023
E.Neal,OL,N.Y. Giants,4,24,1,0,5,2,0.24,1.41,5.62,"False Start (2), Offensive Holding (2), Ineligible Downfield Pass (1)",2023
A.Gardner,DB,N.Y. Jets,5,50,0,0,5,0,0.29,2.94,4,"Defensive Holding (2), Unnecessary Roughness (1), Defensive Pass Interference (1), Illegal Contact (1)",2023
G.Wilson,WR,N.Y. Jets,4,26,1,0,5,3,0.24,1.53,4,"Offensive Offside (2), False Start (1), Offensive Holding (1), Illegal Block Above the Waist (1)",2023
J.Bradberry,DB,Philadelphia,4,60,1,0,5,0,0.22,3.33,4.95,"Defensive Pass Interference (4), Illegal Contact (1)",2023
Co.Heyward,TE,Pittsburgh,4,30,1,0,5,2,0.22,1.67,5.43,"Offensive Holding (3), False Start (1), Illegal Formation (1)",2023
G.Pickens,WR,Pittsburgh,4,50,0,1,5,1,0.22,2.78,5.43,"Unnecessary Roughness (1), Illegal Shift (1), Unsportsmanlike Conduct (1), Taunting (1), Illegal Blindside Block (1)",2023
C.Cross,OL,Seattle,4,25,1,0,5,3,0.24,1.47,4.5,"False Start (3), Offensive Holding (2)",2023
R.McCreary,DB,Tennessee,5,48,0,0,5,0,0.29,2.82,4.55,"Defensive Pass Interference (3), Illegal Contact (2)",2023
C.Holmes,DB,Washington,5,30,0,0,5,2,0.29,1.76,5.75,"False Start (1), Offensive Holding (1), Illegal Block Above the Waist (1), Defensive Offside (1), Illegal Touch Kick (1)",2023
L.Cotton,OL,Miami,4,30,0,1,5,2,0.22,1.67,4.72,"False Start (2), Offensive Holding (2), Unsportsmanlike Conduct (1)",2023
S.Mason,OL,Houston,5,29,0,0,5,2,0.26,1.53,3.91,"False Start (2), Ineligible Downfield Pass (2), Offensive Holding (1)",2023
E.Apple,DB,Miami,4,26,1,0,5,0,0.22,1.44,4.72,"Defensive Pass Interference (2), Defensive Holding (2), Illegal Contact (1)",2023
E.Wilkinson,OL,Arizona,5,24,0,0,5,5,0.29,1.41,4.95,"False Start (4), Offensive Offside (1)",2023
