Rank,Name,Team,Position,Games Played,Solo Tackles,Assist Tackles,Total Tackles,Sacks,Sack Yards,Tackles for Loss,Passes Defended,Interceptions,Interception Yards,Long Interception,Interception Touchdowns,Forced Fumbles,Fumbles Recovered,Fumble Touchdowns,Year
270,Mike Hughes,MIN,CB,14,39,6,45,0.0,0,1,9,1,0,0,0,2,0,0,2019
278,Linval Joseph,MIN,DT,13,26,18,44,3.0,23,8,0,0,0,0,0,1,0,0,2019
278,Jurrell Casey,TEN,DT,14,26,18,44,5.0,42,7,0,0,0,0,0,1,2,0,2019
278,Justin Houston,IND,LB,16,33,11,44,11.0,66,15,0,0,0,0,0,2,3,0,2019
278,John Simon,NE,LB,16,28,16,44,4.0,24,6,4,1,6,6,0,1,0,0,2019
278,Fabian Moreau,WSH,CB,12,33,11,44,0.0,0,1,5,3,16,10,0,0,0,0,2019
278,Ryan Anderson,WSH,LB,16,30,14,44,4.0,22,5,1,0,0,0,0,5,2,0,2019
278,P.J. Williams,NO,CB,14,34,10,44,1.0,1,2,4,1,0,0,0,0,0,0,2019
278,Sebastian Joseph-Day,LAR,DT,16,25,19,44,2.0,10,6,1,0,0,0,0,0,0,0,2019
278,Ja'Whaun Bentley,NE,LB,16,29,15,44,0.0,0,3,1,0,0,0,0,0,0,0,2019
278,Josh Hines-Allen,JAX,DE,16,31,13,44,10.5,74,12,0,0,0,0,0,2,0,0,2019
278,Denzel Ward,CLE,CB,12,38,6,44,0.0,0,1,11,2,61,61,1,0,1,0,2019
278,Sean Murphy-Bunting,TB,CB,16,37,7,44,1.0,7,3,8,3,88,70,1,1,0,0,2019
290,Kemal Ishmael,ATL,S,14,25,18,43,0.0,0,4,0,0,0,0,0,1,0,0,2019
290,Troy Hill,LAR,CB,14,32,11,43,1.0,2,1,8,2,6,6,0,0,0,0,2019
290,Grant Haley,NYG,CB,15,36,7,43,1.0,6,4,0,0,0,0,0,0,0,0,2019
290,Isaac Yiadom,DEN,CB,16,32,11,43,0.0,0,1,4,0,0,0,0,0,0,0,2019
290,Will Harris,DET,CB,16,30,13,43,1.0,11,1,3,0,0,0,0,0,0,0,2019
290,Ed Oliver,BUF,DT,16,24,19,43,5.0,39,7,2,0,0,0,0,1,0,0,2019
296,Wesley Woodyard,TEN,LB,15,25,17,42,1.0,10,3,1,0,0,0,0,1,0,0,2019
296,Brandon Copeland,NYJ,LB,12,27,15,42,1.5,8,7,2,0,0,0,0,1,0,0,2019
296,DaQuan Jones,TEN,DT,16,21,21,42,1.0,0,1,3,0,0,0,0,0,0,0,2019
296,Nick Williams,CHI,DT,16,24,18,42,6.0,34,6,2,0,0,0,0,0,2,0,2019
296,Vic Beasley,ATL,DE,16,29,13,42,8.0,69,12,2,0,0,0,0,2,0,0,2019
296,Sam Eguavoen,MIA,LB,16,22,20,42,3.5,22,7,1,0,0,0,0,0,1,0,2019
296,Leon Jacobs,JAX,LB,14,31,11,42,2.0,13,5,1,0,0,0,0,0,1,0,2019
296,Sheldrick Redwine,CLE,S,12,28,14,42,0.0,0,0,2,0,0,0,0,0,0,0,2019
304,Tyson Alualu,PIT,DT,16,21,20,41,1.0,8,5,2,0,0,0,0,1,0,0,2019
304,Ndamukong Suh,TB,DT,16,22,19,41,2.5,12,9,4,0,0,0,0,0,4,2,2019
304,Morgan Burnett,CLE,S,8,26,15,41,2.0,19,5,2,1,43,43,0,0,0,0,2019
304,Everson Griffen,MIN,DE,15,26,15,41,8.0,43,11,2,1,17,17,0,0,0,0,2019
304,D.J. Hayden,JAX,CB,15,32,9,41,2.0,17,5,6,0,0,0,0,1,1,0,2019
304,Will Compton,OAK,LB,9,26,15,41,0.0,0,1,0,0,0,0,0,0,0,0,2019
304,Jermaine Whitehead,CLE,S,8,31,10,41,0.0,0,1,2,1,0,0,0,1,0,0,2019
304,Jalen Mills,PHI,S,9,29,12,41,0.0,0,1,7,1,0,0,0,0,0,0,2019
304,Brandon Facyson,LAC,CB,16,30,11,41,0.0,0,3,1,0,0,0,0,0,0,0,2019
304,Yannick Ngakoue,JAX,DE,15,36,5,41,8.0,56,15,6,1,23,23,1,4,1,0,2019
304,Jimmy Moreland,WSH,CB,14,32,9,41,0.0,0,1,4,0,0,0,0,0,0,0,2019
304,Lonnie Johnson Jr.,HOU,CB,14,34,7,41,0.0,0,0,7,0,0,0,0,0,0,0,2019
317,Jason McCourty,NE,CB,12,31,9,40,0.0,0,0,6,1,16,16,0,0,0,0,2019
317,Fletcher Cox,PHI,DT,16,26,14,40,3.5,25,10,2,0,0,0,0,3,1,0,2019
317,Josh Norman,WSH,CB,12,33,7,40,1.0,0,1,6,1,2,2,0,1,0,0,2019
317,Austin Calitro,JAX,LB,13,30,10,40,1.0,8,4,1,0,0,0,0,0,0,0,2019
317,Marcell Harris,SF,S,13,23,17,40,0.0,0,1,5,0,0,0,0,3,1,0,2019
317,Leonard Floyd,CHI,DE,16,27,13,40,3.0,18,5,1,0,0,0,0,0,0,0,2019
317,A'Shawn Robinson,DET,DE,13,32,8,40,1.5,6,4,3,0,0,0,0,1,2,0,2019
317,Blake Cashman,NYJ,LB,7,27,13,40,0.5,4,4,1,0,0,0,0,0,1,0,2019
317,Donte Jackson,CAR,CB,13,32,8,40,0.0,0,1,8,3,25,25,0,0,1,0,2019
317,Roderic Teamer,LAC,S,7,30,10,40,1.0,0,0,2,1,3,3,0,0,0,0,2019
317,Kyzir White,LAC,LB,16,25,15,40,0.0,0,0,2,1,0,0,0,0,0,0,2019
329,Tramon Williams,GB,CB,16,29,10,39,0.0,0,2,8,2,-4,0,0,1,2,0,2019
329,Michael Davis,LAC,CB,12,31,8,39,0.0,0,0,9,2,15,15,0,0,0,0,2019
329,Kyle Phillips,NYJ,DE,15,21,18,39,1.5,5,9,1,0,0,0,0,0,0,0,2019
332,Corey Peters,ARI,DT,16,19,19,38,2.5,17,7,0,0,0,0,0,0,0,0,2019
332,William Gholston,TB,DE,16,26,12,38,1.0,10,7,2,0,0,0,0,0,0,0,2019
332,Bradley Roby,HOU,CB,10,35,3,38,1.0,10,2,8,2,49,27,1,1,0,0,2019
332,Josey Jewell,DEN,LB,15,21,17,38,1.5,5,2,0,0,0,0,0,0,2,0,2019
332,Mackensie Alexander,MIN,CB,13,30,8,38,0.5,4,2,5,1,0,0,0,0,1,0,2019
332,Javien Elliott,CAR,CB,16,24,14,38,0.5,4,2,2,1,0,0,0,0,0,0,2019
332,Clelin Ferrell,OAK,DE,15,24,14,38,4.5,35,11,5,0,0,0,0,0,1,0,2019
332,Arthur Maulet,NYJ,CB,12,26,12,38,0.0,0,5,2,1,13,13,0,0,1,1,2019
332,Dexter Lawrence II,NYG,DT,16,24,14,38,2.5,22,5,1,0,0,0,0,1,0,0,2019
341,Clay Matthews,LAR,LB,13,27,10,37,8.0,41,11,3,0,0,0,0,2,0,0,2019
341,Gerald McCoy,CAR,DT,16,15,22,37,5.0,27,9,2,0,0,0,0,0,0,0,2019
341,B.W. Webb,CIN,CB,15,30,7,37,0.0,0,1,7,1,1,1,0,0,0,0,2019
341,Darqueze Dennard,CIN,CB,9,25,12,37,0.0,0,2,5,0,0,0,0,0,0,0,2019
341,Kevin Pierre-Louis,CHI,LB,14,27,10,37,0.0,0,2,3,1,2,2,0,0,0,0,2019
341,Quinton Dunbar,WSH,CB,11,31,6,37,0.0,0,1,8,4,6,6,0,0,0,0,2019
341,Frank Clark,KC,LB,14,27,10,37,8.0,51,13,4,1,5,5,0,3,1,0,2019
341,B.J. Goodson,GB,LB,15,23,14,37,0.0,0,0,0,0,0,0,0,0,0,0,2019
341,Ronald Darby,PHI,CB,11,34,3,37,0.0,0,1,11,2,29,16,0,0,0,0,2019
341,Kamalei Correa,TEN,LB,16,27,10,37,5.0,21,6,2,0,0,0,0,0,1,0,2019
341,Jalen Reeves-Maybin,DET,LB,16,28,9,37,0.0,0,2,0,0,0,0,0,1,1,0,2019
341,George Odum,IND,S,16,30,7,37,0.0,0,0,0,0,0,0,0,2,1,0,2019
341,William Jackson III,CIN,CB,14,26,11,37,0.0,0,1,3,1,19,19,0,0,0,0,2019
341,Julian Love,NYG,S,15,30,7,37,0.0,0,6,3,1,30,30,0,1,0,0,2019
356,Steve McLendon,NYJ,DT,16,21,15,36,2.5,23,10,0,0,0,0,0,0,1,0,2019
356,Bruce Irvin,CAR,LB,13,22,14,36,8.5,51,10,1,0,0,0,0,1,1,0,2019
356,Nickell Robey-Coleman,LAR,CB,16,32,4,36,0.0,0,4,7,0,0,0,0,2,0,0,2019
356,Trent Murphy,BUF,DE,16,24,12,36,5.0,32,8,3,1,0,0,0,2,2,0,2019
356,Cassius Marsh,ARI,LB,16,25,11,36,2.5,11,7,0,0,0,0,0,0,0,0,2019
356,Adrian Phillips,LAC,S,7,23,13,36,0.0,0,2,0,0,0,0,0,0,0,0,2019
356,Kevin Johnson,BUF,CB,16,25,11,36,1.0,2,2,5,0,0,0,0,0,0,0,2019
356,Will Redmond,GB,CB,13,25,11,36,0.0,0,2,1,0,0,0,0,0,0,0,2019
356,Chris Jones,KC,DT,13,23,13,36,9.0,75,10,4,0,0,0,0,1,1,0,2019
356,Siran Neal,BUF,CB,15,28,8,36,0.0,0,4,0,0,0,0,0,1,0,0,2019
356,B.J. Hill,NYG,DT,16,15,21,36,1.0,11,4,0,0,0,0,0,0,0,0,2019
356,J.C. Jackson,NE,CB,16,29,7,36,0.0,0,0,10,5,39,19,0,0,0,0,2019
356,Marqui Christian,LAR,S,16,27,9,36,0.0,0,0,2,0,0,0,0,0,0,0,2019
369,LeShaun Sims,TEN,CB,14,24,11,35,0.0,0,0,2,0,0,0,0,0,0,0,2019
369,Will Parks,DEN,S,14,26,9,35,1.0,7,1,2,1,11,11,0,1,0,0,2019
369,Michael Pierce,BAL,DT,14,19,16,35,0.5,3,4,0,0,0,0,0,0,1,0,2019
369,Davontae Harris,DEN,CB,16,30,5,35,0.0,0,3,3,0,0,0,0,0,0,0,2019
369,Andrew Billings,CIN,DT,16,18,17,35,1.0,13,5,0,0,0,0,0,0,0,0,2019
369,M.J. Stewart,TB,S,10,28,7,35,0.0,0,0,2,0,0,0,0,0,0,0,2019
369,Vita Vea,TB,DT,16,19,16,35,2.5,17,6,3,0,0,0,0,0,0,0,2019
369,Rasul Douglas,PHI,CB,16,24,11,35,0.0,0,4,10,0,0,0,0,0,0,0,2019
377,Robert Quinn,DAL,DE,14,26,8,34,11.5,86,15,3,0,0,0,0,2,0,0,2019
377,Mario Addison,CAR,DE,15,20,14,34,9.5,53,9,0,0,0,0,0,2,0,0,2019
377,Derek Wolfe,DEN,DE,12,23,11,34,7.0,41,8,1,0,0,0,0,1,0,0,2019
377,John Jenkins,MIA,DT,16,20,14,34,1.0,7,3,1,0,0,0,0,0,0,0,2019
377,Kevin Minter,TB,LB,16,21,13,34,0.0,0,3,2,0,0,0,0,0,1,0,2019
377,Brandon Williams,BAL,DT,14,13,21,34,1.0,6,2,0,0,0,0,0,0,1,0,2019
377,Curtis Riley,OAK,S,16,27,7,34,0.0,0,3,1,0,0,0,0,1,0,0,2019
377,Carl Nassib,TB,LB,14,24,10,34,6.0,25,10,0,0,0,0,0,1,1,0,2019
377,Malcom Brown,NO,DT,16,18,16,34,2.0,11,5,1,0,0,0,0,0,1,0,2019
377,Kwon Alexander,SF,LB,8,22,12,34,0.5,4,4,4,1,0,0,0,1,0,0,2019
377,Derwin James Jr.,LAC,S,5,23,11,34,0.0,0,4,1,0,0,0,0,0,0,0,2019
388,Dre Kirkpatrick,CIN,CB,6,27,6,33,1.0,9,2,4,0,0,0,0,0,1,0,2019
388,Joe Thomas,DAL,LB,15,21,12,33,0.0,0,1,1,0,0,0,0,1,0,0,2019
388,Chris Wormley,BAL,DE,16,17,16,33,1.5,7,3,2,0,0,0,0,0,0,0,2019
388,Tarell Basham,NYJ,DE,16,18,15,33,2.0,10,4,6,1,1,1,0,0,1,0,2019
388,Taven Bryan,JAX,DT,16,18,15,33,2.0,16,6,1,0,0,0,0,1,0,0,2019
393,Al Woods,SEA,DT,14,16,16,32,1.0,5,4,0,0,0,0,0,0,2,0,2019
393,Casey Hayward,LAC,CB,16,28,4,32,0.0,0,0,8,2,37,37,0,0,0,0,2019
393,Malcolm Butler,TEN,CB,9,25,7,32,0.0,0,1,9,2,61,38,1,0,0,0,2019
393,Denico Autry,IND,DE,14,20,12,32,3.5,28,7,4,0,0,0,0,1,0,0,2019
393,Juston Burris,CLE,S,14,26,6,32,1.0,14,4,7,2,42,27,0,1,0,0,2019
393,Vernon Butler,CAR,DT,14,22,10,32,6.0,40,10,0,0,0,0,0,3,0,0,2019
393,Jordan Jenkins,NYJ,DE,14,21,11,32,8.0,42,12,3,0,0,0,0,2,0,0,2019
393,Shaq Lawson,BUF,DE,15,21,11,32,6.5,49,17,2,0,0,0,0,1,0,0,2019
393,Emmanuel Ogbah,KC,LB,10,23,9,32,5.5,37,8,3,0,0,0,0,1,0,0,2019
393,Poona Ford,SEA,DT,15,21,11,32,0.5,2,6,1,0,0,0,0,0,1,0,2019
393,David Onyemata,NO,DT,15,22,10,32,3.0,15,3,1,0,0,0,0,0,0,0,2019
393,Jeffery Simmons,TEN,DT,9,18,14,32,2.0,7,5,1,0,0,0,0,0,0,0,2019
393,Marquise Blair,SEA,S,14,24,8,32,0.0,0,1,1,0,0,0,0,2,0,0,2019
407,Zach Brown,PHI,LB,6,17,14,31,0.0,0,3,2,0,0,0,0,0,0,0,2019
407,Kiko Alonso,NO,LB,13,25,6,31,0.0,0,3,1,0,0,0,0,0,0,0,2019
407,Abry Jones,JAX,DT,16,15,16,31,2.0,10,3,0,0,0,0,0,0,1,0,2019
407,Jadeveon Clowney,SEA,LB,13,21,10,31,3.0,21,10,3,1,27,27,1,4,2,1,2019
407,Rodney Gunter,ARI,DT,13,20,11,31,3.0,14,9,0,0,0,0,0,0,0,0,2019
407,Jordan Phillips,BUF,DT,16,25,6,31,9.5,71,15,0,0,0,0,0,1,0,0,2019
407,Darron Lee,KC,LB,16,22,9,31,0.0,0,1,0,0,0,0,0,0,0,0,2019
407,Jermaine Carter,CAR,LB,16,22,9,31,0.5,5,3,0,0,0,0,0,0,0,0,2019
407,Uchenna Nwosu,LAC,LB,16,23,8,31,2.0,18,6,1,0,0,0,0,1,0,0,2019
407,Jaylon Ferguson,BAL,LB,14,20,11,31,2.5,18,7,1,0,0,0,0,0,1,0,2019
407,Marcus Davenport,NO,DE,13,15,16,31,6.0,45,8,0,0,0,0,0,3,0,0,2019
418,Jimmy Smith,BAL,CB,9,28,2,30,1.0,8,2,6,1,7,7,0,0,0,0,2019
418,Roy Robertson-Harris,CHI,DT,15,22,8,30,2.5,23,4,3,0,0,0,0,0,0,0,2019
418,Reggie Ragland,KC,LB,14,23,7,30,2.0,9,4,0,0,0,0,0,0,1,1,2019
418,Tyler Lancaster,GB,DT,16,17,13,30,1.5,9,3,0,0,0,0,0,1,1,0,2019
418,Derek Barnett,PHI,DE,14,25,5,30,6.5,33,12,0,0,0,0,0,2,0,0,2019
418,Justin Jones,LAC,DT,12,18,12,30,0.0,0,2,1,0,0,0,0,1,0,0,2019
418,T.J. Edwards,PHI,LB,16,15,15,30,0.0,0,1,0,0,0,0,0,0,0,0,2019
418,Chandon Sullivan,GB,CB,16,27,3,30,0.0,0,0,6,1,7,7,0,1,0,0,2019
418,Grover Stewart,IND,DT,16,14,16,30,3.0,29,5,1,0,0,0,0,0,0,0,2019
427,Jaylen Watkins,LAC,S,14,20,9,29,0.0,0,1,1,0,0,0,0,0,0,0,2019
427,Eddie Goldman,CHI,DT,15,20,9,29,1.0,7,2,0,0,0,0,0,0,0,0,2019
427,Jaleel Johnson,MIN,DT,16,15,14,29,3.5,19,6,0,0,0,0,0,0,0,0,2019
427,Tanoh Kpassagnon,KC,DE,16,21,8,29,4.0,47,8,2,0,0,0,0,1,1,0,2019
427,Elandon Roberts,NE,LB,16,18,11,29,1.0,11,2,1,0,0,0,0,0,0,0,2019
427,Myles Garrett,CLE,DE,10,20,9,29,10.0,63,13,0,0,0,0,0,2,0,0,2019
427,Takk McKinley,ATL,DE,14,18,11,29,3.5,30,8,0,0,0,0,0,0,0,0,2019
434,Christian Covington,DAL,DT,16,20,8,28,1.0,4,4,1,0,0,0,0,0,0,0,2019
434,Romeo Okwara,DET,DE,14,14,14,28,1.5,8,2,0,0,0,0,0,1,0,0,2019
434,Jayron Kearse,MIN,S,15,19,9,28,0.0,0,0,6,1,0,0,0,0,0,0,2019
434,Al-Quadin Muhammad,IND,LB,16,21,7,28,3.0,24,8,0,0,0,0,0,1,0,0,2019
434,Ahkello Witherspoon,SF,CB,10,24,4,28,0.0,0,1,9,1,25,25,1,0,0,0,2019
434,Andrew Wingard,JAX,S,16,20,8,28,1.0,3,1,0,0,0,0,0,1,0,0,2019
434,Quinnen Williams,NYJ,DT,13,15,13,28,2.5,16,6,1,0,0,0,0,0,1,0,2019
443,Brandon Mebane,LAC,NT,13,15,12,27,1.0,5,1,0,0,0,0,0,0,0,0,2019
443,Jason Pierre-Paul,TB,LB,10,24,3,27,8.5,47,11,2,0,0,0,0,2,0,0,2019
443,Reshad Jones,MIA,S,4,17,10,27,0.0,0,2,1,0,0,0,0,0,0,0,2019
443,Craig Robertson,NO,LB,15,20,7,27,1.0,9,3,1,1,3,3,0,0,0,0,2019
443,Vinny Curry,PHI,DE,16,20,7,27,5.0,29,6,0,0,0,0,0,0,0,0,2019
443,Najee Goode,JAX,LB,10,21,6,27,1.0,6,1,2,0,0,0,0,0,0,0,2019
443,Damion Square,LAC,DE,16,15,12,27,0.0,0,2,2,0,0,0,0,0,0,0,2019
443,Josh Tupou,CIN,DT,16,14,13,27,0.0,0,4,0,0,0,0,0,1,0,0,2019
443,Folorunso Fatukasi,NYJ,DT,14,14,13,27,1.0,5,8,1,0,0,0,0,0,0,0,2019
443,Jarran Reed,SEA,DT,10,10,17,27,2.0,19,2,1,0,0,0,0,1,0,0,2019
443,Bilal Nichols,CHI,DT,13,15,12,27,0.0,0,1,1,0,0,0,0,0,1,0,2019
443,Malik Reed,DEN,LB,15,16,11,27,2.0,11,6,1,0,0,0,0,0,1,0,2019
443,Rasheem Green,SEA,DE,16,15,12,27,4.0,19,5,2,0,0,0,0,3,1,0,2019
456,Allen Bailey,ATL,DE,15,14,12,26,1.0,11,3,0,0,0,0,0,0,0,0,2019
456,Olivier Vernon,CLE,DE,10,20,6,26,3.5,24,6,0,0,0,0,0,1,0,0,2019
456,Quinton Jefferson,SEA,DT,14,14,12,26,3.5,24,5,3,0,0,0,0,0,1,0,2019
456,Tye Smith,TEN,CB,9,18,8,26,0.0,0,0,0,0,0,0,0,2,0,0,2019
456,Adam Butler,NE,DT,16,17,9,26,6.0,35,8,5,0,0,0,0,0,0,0,2019
456,Deatrich Wise Jr.,NE,DE,14,20,6,26,2.0,12,3,0,0,0,0,0,1,0,0,2019
456,P.J. Hall,OAK,DT,16,18,8,26,1.5,10,5,0,0,0,0,0,0,0,0,2019
456,Chase Winovich,NE,DE,16,17,9,26,5.5,37,6,0,0,0,0,0,0,0,0,2019
456,Troy Apke,WSH,CB,15,18,8,26,0.0,0,3,2,1,33,33,0,0,0,0,2019
456,Chad Thomas,CLE,DE,16,17,9,26,4.0,32,5,1,0,0,0,0,0,1,0,2019
456,Marvell Tell III,IND,CB,13,23,3,26,0.0,0,0,5,0,0,0,0,1,0,0,2019
456,Sam Beal,NYG,CB,6,20,6,26,0.0,0,1,1,0,0,0,0,0,0,0,2019
456,Corey Ballentine,NYG,CB,13,21,5,26,0.0,0,0,2,0,0,0,0,0,0,0,2019
469,Ryan Kerrigan,WSH,DE,12,16,9,25,5.5,34,9,1,0,0,0,0,1,0,0,2019
469,Jabaal Sheard,IND,DE,13,20,5,25,4.5,26,6,2,0,0,0,0,0,0,0,2019
469,Trumaine Johnson,NYJ,CB,7,22,3,25,0.0,0,1,2,1,3,3,0,0,0,0,2019
469,Blidi Wreh-Wilson,ATL,CB,14,21,4,25,0.0,0,0,7,0,0,0,0,0,0,0,2019
469,Brandon Dunn,HOU,DT,16,11,14,25,1.0,3,1,0,0,0,0,0,0,0,0,2019
469,Henry Anderson,NYJ,DE,13,14,11,25,1.0,3,2,0,0,0,0,0,0,0,0,2019
469,Bobby McCain,MIA,S,9,19,6,25,0.0,0,0,3,2,53,32,0,0,0,0,2019
469,Avery Moss,MIA,DE,11,11,14,25,0.0,0,0,0,0,0,0,0,1,0,0,2019
469,Lano Hill,SEA,S,12,15,10,25,0.0,0,0,0,0,0,0,0,0,0,0,2019
469,Trey Marshall,DEN,S,16,19,6,25,0.0,0,0,0,0,0,0,0,1,1,0,2019
469,Oshane Ximines,NYG,LB,16,11,14,25,4.5,35,6,1,0,0,0,0,0,0,0,2019
469,Bless Austin,NYJ,CB,7,19,6,25,0.0,0,0,4,0,0,0,0,1,0,0,2019
469,Brian Burns,CAR,LB,16,19,6,25,7.5,34,8,0,0,0,0,0,1,1,1,2019
469,Tarvarius Moore,SF,S,16,16,9,25,0.0,0,2,2,0,0,0,0,0,0,0,2019
483,J.J. Watt,HOU,DE,8,15,9,24,4.0,34,7,3,0,0,0,0,1,2,0,2019
483,Jack Crawford,ATL,DE,16,6,18,24,0.5,1,2,3,0,0,0,0,0,0,0,2019
483,Terrence Brooks,NE,S,15,17,7,24,0.0,0,1,3,1,0,0,0,0,0,0,2019
483,Nevin Lawson,OAK,CB,11,20,4,24,0.0,0,2,5,0,0,0,0,0,0,0,2019
483,Mike Pennel Jr.,KC,DT,8,13,11,24,1.0,8,3,0,0,0,0,0,0,0,0,2019
483,Eric Murray,CLE,S,9,15,9,24,1.0,4,4,1,0,0,0,0,0,0,0,2019
483,Stephen Weatherly,MIN,DE,16,14,10,24,3.0,26,7,0,0,0,0,0,1,0,0,2019
483,Nate Hairston,NYJ,CB,11,21,3,24,0.0,0,2,3,1,0,0,0,0,0,0,2019
483,Brandon Wilson,CIN,S,12,14,10,24,0.0,0,0,0,0,0,0,0,2,0,0,2019
483,Tyus Bowser,BAL,LB,16,20,4,24,5.0,35,5,2,0,0,0,0,1,1,1,2019
483,Efe Obada,CAR,DE,16,14,10,24,0.0,0,1,1,0,0,0,0,0,0,0,2019
494,Jerry Hughes,BUF,DE,16,14,9,23,4.5,27,7,3,0,0,0,0,0,1,0,2019
494,Kyler Fackrell,GB,LB,16,13,10,23,1.0,10,3,0,0,0,0,0,0,0,0,2019
494,Antwaun Woods,DAL,DT,10,11,12,23,0.0,0,2,0,0,0,0,0,0,1,0,2019
494,Kentrell Brothers,MIN,LB,13,16,7,23,0.0,0,0,0,0,0,0,0,0,0,0,2019
494,Ifeadi Odenigbo,MIN,DE,16,18,5,23,7.0,60,8,0,0,0,0,0,1,2,1,2019
494,Carlos Watkins,HOU,DE,10,10,13,23,1.0,3,2,1,0,0,0,0,0,1,0,2019
494,Austin Johnson,TEN,DT,16,11,12,23,0.0,0,1,1,0,0,0,0,0,0,0,2019
494,Kamu Grugier-Hill,PHI,LB,10,17,6,23,0.0,0,5,0,0,0,0,0,0,1,0,2019
494,Charles Harris,MIA,DE,14,11,12,23,0.5,3,3,0,0,0,0,0,0,0,0,2019
494,Carl Lawson,CIN,DE,12,17,6,23,5.0,36,7,0,0,0,0,0,0,0,0,2019
494,Sidney Jones IV,PHI,CB,12,19,4,23,0.0,0,1,8,2,4,3,0,0,0,0,2019
494,D.J. Jones,SF,DT,11,19,4,23,2.0,17,4,0,0,0,0,0,1,0,0,2019
494,Cody Barton,SEA,LB,16,9,14,23,0.0,0,2,1,0,0,0,0,0,1,0,2019
508,Dontari Poe,CAR,DT,11,15,7,22,4.0,26,6,0,0,0,0,0,0,0,0,2019
508,Duron Harmon,NE,S,16,19,3,22,0.0,0,2,5,2,27,27,0,0,0,0,2019
508,Alex Okafor,KC,DE,10,15,7,22,5.0,33,5,1,0,0,0,0,1,0,0,2019
508,Stephon Tuitt,PIT,DE,6,18,4,22,3.5,24,7,0,0,0,0,0,0,0,0,2019
508,Reggie Gilbert,TEN,LB,11,13,9,22,1.0,4,2,1,0,0,0,0,0,0,0,2019
508,Tony McRae,CIN,CB,16,17,5,22,0.0,0,1,1,0,0,0,0,0,0,0,2019
508,Adrian Colbert,MIA,S,6,16,6,22,0.0,0,0,2,0,0,0,0,0,0,0,2019
508,Kevin Peterson,ARI,CB,14,15,7,22,0.0,0,0,2,0,0,0,0,0,0,0,2019
508,Jonathan Bullard,ARI,DE,9,14,8,22,1.5,10,6,0,0,0,0,0,0,0,0,2019
508,DeMarcus Walker,DEN,DE,10,13,9,22,4.0,24,5,1,0,0,0,0,0,0,0,2019
508,Chris Jones,ARI,CB,11,17,5,22,0.0,0,0,6,0,0,0,0,0,0,0,2019
508,Travin Howard,LAR,LB,16,19,3,22,0.0,0,2,3,0,0,0,0,0,0,0,2019
508,Khalen Saunders,KC,DT,12,13,9,22,1.0,0,0,1,0,0,0,0,0,0,0,2019
508,Trent Harris,MIA,DE,11,16,6,22,1.5,10,2,0,0,0,0,0,1,0,0,2019
508,Kris Boyd,MIN,CB,16,20,2,22,0.0,0,2,1,0,0,0,0,0,0,0,2019
523,Tony Jefferson,BAL,S,5,11,10,21,0.0,0,0,3,0,0,0,0,0,0,0,2019
523,Jeremiah Attaochu,DEN,LB,12,14,7,21,3.5,19,6,0,0,0,0,0,0,1,0,2019
523,Walt Aikens,MIA,S,15,15,6,21,0.0,0,0,1,0,0,0,0,0,0,0,2019
523,Shamar Stephen,MIN,DT,15,15,6,21,1.0,7,1,3,0,0,0,0,1,1,0,2019
523,Terrance Mitchell,CLE,CB,15,17,4,21,0.0,0,2,3,1,28,28,0,0,0,0,2019
523,Ronald Blair,SF,DE,9,14,7,21,3.0,22,8,0,0,0,0,0,0,1,0,2019
523,Taco Charlton,MIA,DE,10,14,7,21,5.0,34,6,0,0,0,0,0,2,0,0,2019
523,Bradley Chubb,DEN,LB,4,16,5,21,1.0,7,5,1,0,0,0,0,1,0,0,2019
523,Solomon Thomas,SF,DE,16,15,6,21,2.0,9,3,0,0,0,0,0,0,0,0,2019
523,Justin Hollins,DEN,DE,15,12,9,21,1.0,7,2,2,0,0,0,0,0,0,0,2019
523,Sione Takitaki,CLE,LB,15,14,7,21,0.0,0,1,0,0,0,0,0,0,0,0,2019
523,Kameron Kelly,PIT,CB,14,17,4,21,0.0,0,0,1,1,10,10,0,0,0,0,2019
523,Josh Sweat,PHI,LB,16,16,5,21,4.0,23,8,1,0,0,0,0,0,0,0,2019
523,Jamel Dean,TB,CB,13,16,5,21,0.0,0,1,17,2,31,31,0,0,0,0,2019
523,Rashan Gary,GB,DE,16,13,8,21,2.0,13,2,0,0,0,0,0,0,1,0,2019
538,Angelo Blackson,HOU,DE,15,11,9,20,0.0,0,2,0,0,0,0,0,0,0,0,2019
538,Miles Killebrew,DET,S,15,18,2,20,0.0,0,1,0,0,0,0,0,0,0,0,2019
538,Branden Jackson,SEA,DE,15,14,6,20,2.0,9,2,2,0,0,0,0,0,0,0,2019
538,Maliek Collins,DAL,DT,16,15,5,20,4.0,32,7,0,0,0,0,0,0,1,0,2019
538,John Atkins,DET,DE,12,13,7,20,0.0,0,0,0,0,0,0,0,0,0,0,2019
538,Steven Parker,MIA,S,14,15,5,20,0.0,0,0,3,2,35,35,0,0,0,0,2019
538,Ryan Connelly,NYG,LB,4,10,10,20,1.0,2,3,2,2,18,13,0,0,0,0,2019
545,Pernell McPhee,BAL,LB,7,17,2,19,3.0,18,6,1,0,0,0,0,0,0,0,2019
545,Star Lotulelei,BUF,DT,16,12,7,19,2.0,4,4,1,1,0,0,0,0,0,0,2019
545,Josh Mauro,OAK,DE,13,11,8,19,0.0,0,4,1,0,0,0,0,0,0,0,2019
